day,vix1d_anchor,snap_pt,side,target_delta,D,spot,half_day
2026-05-12,11.05,06:35,c,0.2,1.2173,7385.11,0
2026-05-12,11.05,06:35,c,0.25,0.9871,7385.11,0
2026-05-12,11.05,06:35,c,0.3,0.7778,7385.11,0
2026-05-12,11.05,08:00,p,0.05,3.6577,7358.93,0
2026-05-12,11.05,08:00,p,0.1,2.5125,7358.93,0
2026-05-12,11.05,08:00,p,0.15,1.9168,7358.93,0
2026-05-12,11.05,08:00,p,0.2,1.5141,7358.93,0
2026-05-12,11.05,08:00,p,0.25,1.1866,7358.93,0
2026-05-12,11.05,08:00,p,0.3,0.8987,7358.93,0
2026-05-12,11.05,08:00,c,0.05,2.5571,7358.93,0
2026-05-12,11.05,08:00,c,0.1,1.9138,7358.93,0
2026-05-12,11.05,08:00,c,0.15,1.5239,7358.93,0
2026-05-12,11.05,08:00,c,0.2,1.2471,7358.93,0
2026-05-12,11.05,08:00,c,0.25,1.0073,7358.93,0
2026-05-12,11.05,08:00,c,0.3,0.7699,7358.93,0
2026-05-12,11.05,10:00,p,0.05,3.4746,7341.55,0
2026-05-12,11.05,10:00,p,0.1,2.4951,7341.55,0
2026-05-12,11.05,10:00,p,0.15,1.8365,7341.55,0
2026-05-12,11.05,10:00,p,0.2,1.441,7341.55,0
2026-05-12,11.05,10:00,p,0.25,1.1224,7341.55,0
2026-05-12,11.05,10:00,p,0.3,0.8378,7341.55,0
2026-05-12,11.05,10:00,c,0.05,2.7399,7341.55,0
2026-05-12,11.05,10:00,c,0.1,1.9687,7341.55,0
2026-05-12,11.05,10:00,c,0.15,1.5484,7341.55,0
2026-05-12,11.05,10:00,c,0.2,1.243,7341.55,0
2026-05-12,11.05,10:00,c,0.25,0.9858,7341.55,0
2026-05-12,11.05,10:00,c,0.3,0.7671,7341.55,0
2026-05-12,11.05,12:00,p,0.05,4.2907,7380.64,0
2026-05-12,11.05,12:00,p,0.1,2.6766,7380.64,0
2026-05-12,11.05,12:00,p,0.15,2.0903,7380.64,0
2026-05-12,11.05,12:00,p,0.2,1.6424,7380.64,0
2026-05-12,11.05,12:00,p,0.25,1.2977,7380.64,0
2026-05-12,11.05,12:00,p,0.3,1.0054,7380.64,0
2026-05-12,11.05,12:00,c,0.05,2.4473,7380.64,0
2026-05-12,11.05,12:00,c,0.1,1.7068,7380.64,0
2026-05-12,11.05,12:00,c,0.15,1.3324,7380.64,0
2026-05-12,11.05,12:00,c,0.2,1.0226,7380.64,0
2026-05-12,11.05,12:00,c,0.25,0.8213,7380.64,0
2026-05-12,11.05,12:00,c,0.3,0.6199,7380.64,0
2025-08-15,11.27,06:35,p,0.05,3.5835,6468.83,0
2025-08-15,11.27,06:35,p,0.1,2.5266,6468.83,0
2025-08-15,11.27,06:35,p,0.15,1.9032,6468.83,0
2025-08-15,11.27,06:35,p,0.2,1.477,6468.83,0
2025-08-15,11.27,06:35,p,0.25,1.1783,6468.83,0
2025-08-15,11.27,06:35,p,0.3,0.8869,6468.83,0
2025-08-15,11.27,06:35,c,0.05,2.3244,6468.83,0
2025-08-15,11.27,06:35,c,0.1,1.7814,6468.83,0
2025-08-15,11.27,06:35,c,0.15,1.4412,6468.83,0
2025-08-15,11.27,06:35,c,0.2,1.1707,6468.83,0
2025-08-15,11.27,06:35,c,0.25,0.9481,6468.83,0
2025-08-15,11.27,06:35,c,0.3,0.7439,6468.83,0
2025-08-15,11.27,08:00,p,0.05,3.3173,6451.87,0
2025-08-15,11.27,08:00,p,0.1,2.1143,6451.87,0
2025-08-15,11.27,08:00,p,0.15,1.578,6451.87,0
2025-08-15,11.27,08:00,p,0.2,1.2382,6451.87,0
2025-08-15,11.27,08:00,p,0.25,0.9466,6451.87,0
2025-08-15,11.27,08:00,p,0.3,0.7107,6451.87,0
2025-08-15,11.27,08:00,c,0.05,2.2656,6451.87,0
2025-08-15,11.27,08:00,c,0.1,1.6193,6451.87,0
2025-08-15,11.27,08:00,c,0.15,1.3066,6451.87,0
2025-08-15,11.27,08:00,c,0.2,1.067,6451.87,0
2025-08-15,11.27,08:00,c,0.25,0.8742,6451.87,0
2025-08-15,11.27,08:00,c,0.3,0.6909,6451.87,0
2025-08-15,11.27,10:00,p,0.05,2.8582,6457.28,0
2025-08-15,11.27,10:00,p,0.1,1.9473,6457.28,0
2025-08-15,11.27,10:00,p,0.15,1.4308,6457.28,0
2025-08-15,11.27,10:00,p,0.2,1.1251,6457.28,0
2025-08-15,11.27,10:00,p,0.25,0.873,6457.28,0
2025-08-15,11.27,10:00,p,0.3,0.6703,6457.28,0
2025-08-15,11.27,10:00,c,0.05,1.9075,6457.28,0
2025-08-15,11.27,10:00,c,0.1,1.438,6457.28,0
2025-08-15,11.27,10:00,c,0.15,1.1607,6457.28,0
2025-08-15,11.27,10:00,c,0.2,0.9403,6457.28,0
2025-08-15,11.27,10:00,c,0.25,0.7666,6457.28,0
2025-08-15,11.27,10:00,c,0.3,0.5929,6457.28,0
2025-08-15,11.27,12:00,p,0.05,3.4951,6458.48,0
2025-08-15,11.27,12:00,p,0.1,2.1692,6458.48,0
2025-08-15,11.27,12:00,p,0.15,1.6375,6458.48,0
2025-08-15,11.27,12:00,p,0.2,1.2069,6458.48,0
2025-08-15,11.27,12:00,p,0.25,0.9403,6458.48,0
2025-08-15,11.27,12:00,p,0.3,0.7345,6458.48,0
2025-08-15,11.27,12:00,c,0.05,2.2745,6458.48,0
2025-08-15,11.27,12:00,c,0.1,1.7222,6458.48,0
2025-08-15,11.27,12:00,c,0.15,1.3621,6458.48,0
2025-08-15,11.27,12:00,c,0.2,1.1201,6458.48,0
2025-08-15,11.27,12:00,c,0.25,0.8782,6458.48,0
2025-08-15,11.27,12:00,c,0.3,0.694,6458.48,0
2026-06-04,11.32,06:35,p,0.05,3.4175,7542.73,0
2026-06-04,11.32,06:35,p,0.1,2.4272,7542.73,0
2026-06-04,11.32,06:35,p,0.15,1.8909,7542.73,0
2026-06-04,11.32,06:35,p,0.2,1.4772,7542.73,0
2026-06-04,11.32,06:35,p,0.25,1.1505,7542.73,0
2026-06-04,11.32,06:35,p,0.3,0.8722,7542.73,0
2026-06-04,11.32,06:35,c,0.05,2.7852,7542.73,0
2026-06-04,11.32,06:35,c,0.1,2.1537,7542.73,0
2026-06-04,11.32,06:35,c,0.15,1.7454,7542.73,0
2026-06-04,11.32,06:35,c,0.2,1.4309,7542.73,0
2026-06-04,11.32,06:35,c,0.25,1.1651,7542.73,0
2026-06-04,11.32,06:35,c,0.3,0.9266,7542.73,0
2026-06-04,11.32,08:00,p,0.05,2.8663,7556.97,0
2026-06-04,11.32,08:00,p,0.1,2.0186,7556.97,0
2026-06-04,11.32,08:00,p,0.15,1.5326,7556.97,0
2026-06-04,11.32,08:00,p,0.2,1.2253,7556.97,0
2026-06-04,11.32,08:00,p,0.25,0.9574,7556.97,0
2026-06-04,11.32,08:00,p,0.3,0.7219,7556.97,0
2026-06-04,11.32,08:00,c,0.05,2.0589,7556.97,0
2026-06-04,11.32,08:00,c,0.1,1.5493,7556.97,0
2026-06-04,11.32,08:00,c,0.15,1.2612,7556.97,0
2026-06-04,11.32,08:00,c,0.2,1.0336,7556.97,0
2026-06-04,11.32,08:00,c,0.25,0.8257,7556.97,0
2026-06-04,11.32,08:00,c,0.3,0.6283,7556.97,0
2026-06-04,11.32,10:00,p,0.05,2.3373,7583.01,0
2026-06-04,11.32,10:00,p,0.1,1.6203,7583.01,0
2026-06-04,11.32,10:00,p,0.15,1.2399,7583.01,0
2026-06-04,11.32,10:00,p,0.2,0.9667,7583.01,0
2026-06-04,11.32,10:00,p,0.25,0.7466,7583.01,0
2026-06-04,11.32,10:00,p,0.3,0.5662,7583.01,0
2026-06-04,11.32,10:00,c,0.05,2.0039,7583.01,0
2026-06-04,11.32,10:00,c,0.1,1.4193,7583.01,0
2026-06-04,11.32,10:00,c,0.15,1.0956,7583.01,0
2026-06-04,11.32,10:00,c,0.2,0.866,7583.01,0
2026-06-04,11.32,10:00,c,0.25,0.6828,7583.01,0
2026-06-04,11.32,10:00,c,0.3,0.5388,7583.01,0
2026-06-04,11.32,12:00,p,0.05,2.8924,7591.04,0
2026-06-04,11.32,12:00,p,0.1,1.7578,7591.04,0
2026-06-04,11.32,12:00,p,0.15,1.3247,7591.04,0
2026-06-04,11.32,12:00,p,0.2,1.0237,7591.04,0
2026-06-04,11.32,12:00,p,0.25,0.7738,7591.04,0
2026-06-04,11.32,12:00,p,0.3,0.5764,7591.04,0
2026-06-04,11.32,12:00,c,0.05,2.0056,7591.04,0
2026-06-04,11.32,12:00,c,0.1,1.4607,7591.04,0
2026-06-04,11.32,12:00,c,0.15,1.1644,7591.04,0
2026-06-04,11.32,12:00,c,0.2,0.914,7591.04,0
2026-06-04,11.32,12:00,c,0.25,0.7436,7591.04,0
2026-06-04,11.32,12:00,c,0.3,0.5733,7591.04,0
2025-11-26,11.43,06:35,p,0.05,4.9178,6798.36,0
2025-11-26,11.43,06:35,p,0.1,3.2305,6798.36,0
2025-11-26,11.43,06:35,p,0.15,2.3523,6798.36,0
2025-11-26,11.43,06:35,p,0.2,1.7709,6798.36,0
2025-11-26,11.43,06:35,p,0.25,1.3314,6798.36,0
2025-11-26,11.43,06:35,p,0.3,0.9909,6798.36,0
2025-11-26,11.43,06:35,c,0.05,2.638,6798.36,0
2025-11-26,11.43,06:35,c,0.1,1.9569,6798.36,0
2025-11-26,11.43,06:35,c,0.15,1.5717,6798.36,0
2025-11-26,11.43,06:35,c,0.2,1.283,6798.36,0
2025-11-26,11.43,06:35,c,0.25,1.0423,6798.36,0
2025-11-26,11.43,06:35,c,0.3,0.829,6798.36,0
2025-11-26,11.43,08:00,p,0.05,4.2196,6809.86,0
2025-11-26,11.43,08:00,p,0.1,2.7752,6809.86,0
2025-11-26,11.43,08:00,p,0.15,2.0526,6809.86,0
2025-11-26,11.43,08:00,p,0.2,1.5629,6809.86,0
2025-11-26,11.43,08:00,p,0.25,1.156,6809.86,0
2025-11-26,11.43,08:00,p,0.3,0.8625,6809.86,0
2025-11-26,11.43,08:00,c,0.05,2.3327,6809.86,0
2025-11-26,11.43,08:00,c,0.1,1.7296,6809.86,0
2025-11-26,11.43,08:00,c,0.15,1.3896,6809.86,0
2025-11-26,11.43,08:00,c,0.2,1.1384,6809.86,0
2025-11-26,11.43,08:00,c,0.25,0.9196,6809.86,0
2025-11-26,11.43,08:00,c,0.3,0.7229,6809.86,0
2025-11-26,11.43,10:00,p,0.05,4.045,6825.59,0
2025-11-26,11.43,10:00,p,0.1,2.5043,6825.59,0
2025-11-26,11.43,10:00,p,0.15,1.6872,6825.59,0
2025-11-26,11.43,10:00,p,0.2,1.2746,6825.59,0
2025-11-26,11.43,10:00,p,0.25,0.9649,6825.59,0
2025-11-26,11.43,10:00,p,0.3,0.7095,6825.59,0
2025-11-26,11.43,10:00,c,0.05,2.2341,6825.59,0
2025-11-26,11.43,10:00,c,0.1,1.7276,6825.59,0
2025-11-26,11.43,10:00,c,0.15,1.3803,6825.59,0
2025-11-26,11.43,10:00,c,0.2,1.1259,6825.59,0
2025-11-26,11.43,10:00,c,0.25,0.9021,6825.59,0
2025-11-26,11.43,10:00,c,0.3,0.7012,6825.59,0
2025-11-26,11.43,12:00,p,0.05,3.8706,6823.22,0
2025-11-26,11.43,12:00,p,0.1,2.4949,6823.22,0
2025-11-26,11.43,12:00,p,0.15,1.8154,6823.22,0
2025-11-26,11.43,12:00,p,0.2,1.3873,6823.22,0
2025-11-26,11.43,12:00,p,0.25,1.0497,6823.22,0
2025-11-26,11.43,12:00,p,0.3,0.8094,6823.22,0
2025-11-26,11.43,12:00,c,0.05,2.4019,6823.22,0
2025-11-26,11.43,12:00,c,0.1,1.7491,6823.22,0
2025-11-26,11.43,12:00,c,0.15,1.3526,6823.22,0
2025-11-26,11.43,12:00,c,0.2,1.0977,6823.22,0
2025-11-26,11.43,12:00,c,0.25,0.8428,6823.22,0
2025-11-26,11.43,12:00,c,0.3,0.6571,6823.22,0
2026-05-14,11.54,06:35,p,0.05,3.5578,7469.65,0
2026-05-14,11.54,06:35,p,0.1,2.5946,7469.65,0
2026-05-14,11.54,06:35,p,0.15,1.9647,7469.65,0
2026-05-14,11.54,06:35,p,0.2,1.5648,7469.65,0
2026-05-14,11.54,06:35,p,0.25,1.2051,7469.65,0
2026-05-14,11.54,06:35,p,0.3,0.9161,7469.65,0
2026-05-14,11.54,06:35,c,0.05,2.4869,7469.65,0
2026-05-14,11.54,06:35,c,0.1,1.9396,7469.65,0
2026-05-14,11.54,06:35,c,0.15,1.5899,7469.65,0
2026-05-14,11.54,06:35,c,0.2,1.3013,7469.65,0
2026-05-14,11.54,06:35,c,0.25,1.0668,7469.65,0
2026-05-14,11.54,06:35,c,0.3,0.8431,7469.65,0
2026-05-14,11.54,08:00,p,0.05,3.426,7494.02,0
2026-05-14,11.54,08:00,p,0.1,2.3864,7494.02,0
2026-05-14,11.54,08:00,p,0.15,1.6687,7494.02,0
2026-05-14,11.54,08:00,p,0.2,1.2929,7494.02,0
2026-05-14,11.54,08:00,p,0.25,0.983,7494.02,0
2026-05-14,11.54,08:00,p,0.3,0.7463,7494.02,0
2026-05-14,11.54,08:00,c,0.05,2.1132,7494.02,0
2026-05-14,11.54,08:00,c,0.1,1.6453,7494.02,0
2026-05-14,11.54,08:00,c,0.15,1.3183,7494.02,0
2026-05-14,11.54,08:00,c,0.2,1.0785,7494.02,0
2026-05-14,11.54,08:00,c,0.25,0.8689,7494.02,0
2026-05-14,11.54,08:00,c,0.3,0.6797,7494.02,0
2026-05-14,11.54,10:00,p,0.05,3.487,7499.54,0
2026-05-14,11.54,10:00,p,0.1,2.1516,7499.54,0
2026-05-14,11.54,10:00,p,0.15,1.6115,7499.54,0
2026-05-14,11.54,10:00,p,0.2,1.2318,7499.54,0
2026-05-14,11.54,10:00,p,0.25,0.9514,7499.54,0
2026-05-14,11.54,10:00,p,0.3,0.7215,7499.54,0
2026-05-14,11.54,10:00,c,0.05,2.497,7499.54,0
2026-05-14,11.54,10:00,c,0.1,1.883,7499.54,0
2026-05-14,11.54,10:00,c,0.15,1.5211,7499.54,0
2026-05-14,11.54,10:00,c,0.2,1.2337,7499.54,0
2026-05-14,11.54,10:00,c,0.25,1.0015,7499.54,0
2026-05-14,11.54,10:00,c,0.3,0.7831,7499.54,0
2026-05-14,11.54,12:00,p,0.05,2.592,7504.0,0
2026-05-14,11.54,12:00,p,0.1,1.8998,7504.0,0
2026-05-14,11.54,12:00,p,0.15,1.4113,7504.0,0
2026-05-14,11.54,12:00,p,0.2,1.1292,7504.0,0
2026-05-14,11.54,12:00,p,0.25,0.882,7504.0,0
2026-05-14,11.54,12:00,p,0.3,0.6781,7504.0,0
2026-05-14,11.54,12:00,c,0.05,2.7114,7504.0,0
2026-05-14,11.54,12:00,c,0.1,2.0036,7504.0,0
2026-05-14,11.54,12:00,c,0.15,1.5759,7504.0,0
2026-05-14,11.54,12:00,c,0.2,1.2327,7504.0,0
2026-05-14,11.54,12:00,c,0.25,0.9942,7504.0,0
2026-05-14,11.54,12:00,c,0.3,0.7709,7504.0,0
2025-09-03,11.66,06:35,p,0.05,3.371,6441.0,0
2025-09-03,11.66,06:35,p,0.1,2.3779,6441.0,0
2025-09-03,11.66,06:35,p,0.15,1.8053,6441.0,0
2025-09-03,11.66,06:35,p,0.2,1.3914,6441.0,0
2025-09-03,11.66,06:35,p,0.25,1.082,6441.0,0
2025-09-03,11.66,06:35,p,0.3,0.8206,6441.0,0
2025-09-03,11.66,06:35,c,0.05,2.1938,6441.0,0
2025-09-03,11.66,06:35,c,0.1,1.5981,6441.0,0
2025-09-03,11.66,06:35,c,0.15,1.297,6441.0,0
2025-09-03,11.66,06:35,c,0.2,1.0698,6441.0,0
2025-09-03,11.66,06:35,c,0.25,0.8755,6441.0,0
2025-09-03,11.66,06:35,c,0.3,0.6955,6441.0,0
2025-09-03,11.66,08:00,p,0.05,3.0151,6451.46,0
2025-09-03,11.66,08:00,p,0.1,1.9543,6451.46,0
2025-09-03,11.66,08:00,p,0.15,1.4386,6451.46,0
2025-09-03,11.66,08:00,p,0.2,1.1134,6451.46,0
2025-09-03,11.66,08:00,p,0.25,0.8606,6451.46,0
2025-09-03,11.66,08:00,p,0.3,0.6312,6451.46,0
2025-09-03,11.66,08:00,c,0.05,1.5857,6451.46,0
2025-09-03,11.66,08:00,c,0.1,1.2367,6451.46,0
2025-09-03,11.66,08:00,c,0.15,1.0035,6451.46,0
2025-09-03,11.66,08:00,c,0.2,0.8189,6451.46,0
2025-09-03,11.66,08:00,c,0.25,0.6642,6451.46,0
2025-09-03,11.66,08:00,c,0.3,0.526,6451.46,0
2025-09-03,11.66,10:00,p,0.05,3.5361,6429.93,0
2025-09-03,11.66,10:00,p,0.1,2.3556,6429.93,0
2025-09-03,11.66,10:00,p,0.15,1.8547,6429.93,0
2025-09-03,11.66,10:00,p,0.2,1.3522,6429.93,0
2025-09-03,11.66,10:00,p,0.25,1.0402,6429.93,0
2025-09-03,11.66,10:00,p,0.3,0.7703,6429.93,0
2025-09-03,11.66,10:00,c,0.05,1.8178,6429.93,0
2025-09-03,11.66,10:00,c,0.1,1.3332,6429.93,0
2025-09-03,11.66,10:00,c,0.15,1.0716,6429.93,0
2025-09-03,11.66,10:00,c,0.2,0.9256,6429.93,0
2025-09-03,11.66,10:00,c,0.25,0.7796,6429.93,0
2025-09-03,11.66,10:00,c,0.3,0.6257,6429.93,0
2025-09-03,11.66,12:00,p,0.05,3.5475,6420.28,0
2025-09-03,11.66,12:00,p,0.1,2.4359,6420.28,0
2025-09-03,11.66,12:00,p,0.15,1.8215,6420.28,0
2025-09-03,11.66,12:00,p,0.2,1.4077,6420.28,0
2025-09-03,11.66,12:00,p,0.25,1.0982,6420.28,0
2025-09-03,11.66,12:00,p,0.3,0.8324,6420.28,0
2025-09-03,11.66,12:00,c,0.05,2.4151,6420.28,0
2025-09-03,11.66,12:00,c,0.1,1.8199,6420.28,0
2025-09-03,11.66,12:00,c,0.15,1.4847,6420.28,0
2025-09-03,11.66,12:00,c,0.2,1.1741,6420.28,0
2025-09-03,11.66,12:00,c,0.25,0.9643,6420.28,0
2025-09-03,11.66,12:00,c,0.3,0.7545,6420.28,0
2026-05-15,11.76,06:35,p,0.05,4.3388,7420.12,0
2026-05-15,11.76,06:35,p,0.1,3.21,7420.12,0
2026-05-15,11.76,06:35,p,0.15,2.4161,7420.12,0
2026-05-15,11.76,06:35,p,0.2,1.8861,7420.12,0
2026-05-15,11.76,06:35,p,0.25,1.4603,7420.12,0
2026-05-15,11.76,06:35,p,0.3,1.1406,7420.12,0
2026-05-15,11.76,06:35,c,0.05,3.8891,7420.12,0
2026-05-15,11.76,06:35,c,0.1,3.0149,7420.12,0
2026-05-15,11.76,06:35,c,0.15,2.4207,7420.12,0
2026-05-15,11.76,06:35,c,0.2,1.979,7420.12,0
2026-05-15,11.76,06:35,c,0.25,1.5894,7420.12,0
2026-05-15,11.76,06:35,c,0.3,1.2412,7420.12,0
2026-05-15,11.76,08:00,p,0.05,3.9183,7429.54,0
2026-05-15,11.76,08:00,p,0.1,2.787,7429.54,0
2026-05-15,11.76,08:00,p,0.15,2.2405,7429.54,0
2026-05-15,11.76,08:00,p,0.2,1.7682,7429.54,0
2026-05-15,11.76,08:00,p,0.25,1.4029,7429.54,0
2026-05-15,11.76,08:00,p,0.3,1.0812,7429.54,0
2026-05-15,11.76,08:00,c,0.05,3.2607,7429.54,0
2026-05-15,11.76,08:00,c,0.1,2.4321,7429.54,0
2026-05-15,11.76,08:00,c,0.15,1.9032,7429.54,0
2026-05-15,11.76,08:00,c,0.2,1.5576,7429.54,0
2026-05-15,11.76,08:00,c,0.25,1.2388,7429.54,0
2026-05-15,11.76,08:00,c,0.3,0.9583,7429.54,0
2026-05-15,11.76,10:00,p,0.05,3.6357,7429.25,0
2026-05-15,11.76,10:00,p,0.1,2.6093,7429.25,0
2026-05-15,11.76,10:00,p,0.15,1.9685,7429.25,0
2026-05-15,11.76,10:00,p,0.2,1.5511,7429.25,0
2026-05-15,11.76,10:00,p,0.25,1.2711,7429.25,0
2026-05-15,11.76,10:00,p,0.3,0.937,7429.25,0
2026-05-15,11.76,10:00,c,0.05,2.9285,7429.25,0
2026-05-15,11.76,10:00,c,0.1,2.1535,7429.25,0
2026-05-15,11.76,10:00,c,0.15,1.6565,7429.25,0
2026-05-15,11.76,10:00,c,0.2,1.37,7429.25,0
2026-05-15,11.76,10:00,c,0.25,1.0909,7429.25,0
2026-05-15,11.76,10:00,c,0.3,0.8393,7429.25,0
2026-05-15,11.76,12:00,p,0.05,3.1761,7435.95,0
2026-05-15,11.76,12:00,p,0.1,2.1814,7435.95,0
2026-05-15,11.76,12:00,p,0.15,1.656,7435.95,0
2026-05-15,11.76,12:00,p,0.2,1.2986,7435.95,0
2026-05-15,11.76,12:00,p,0.25,1.0069,7435.95,0
2026-05-15,11.76,12:00,p,0.3,0.7513,7435.95,0
2026-05-15,11.76,12:00,c,0.05,3.3013,7435.95,0
2026-05-15,11.76,12:00,c,0.1,2.4615,7435.95,0
2026-05-15,11.76,12:00,c,0.15,1.9393,7435.95,0
2026-05-15,11.76,12:00,c,0.2,1.5502,7435.95,0
2026-05-15,11.76,12:00,c,0.25,1.2618,7435.95,0
2026-05-15,11.76,12:00,c,0.3,0.987,7435.95,0
2025-12-15,12.02,06:35,p,0.05,3.9673,6847.73,0
2025-12-15,12.02,06:35,p,0.1,2.9572,6847.73,0
2025-12-15,12.02,06:35,p,0.15,2.3059,6847.73,0
2025-12-15,12.02,06:35,p,0.2,1.8356,6847.73,0
2025-12-15,12.02,06:35,p,0.25,1.4275,6847.73,0
2025-12-15,12.02,06:35,p,0.3,1.095,6847.73,0
2025-12-15,12.02,06:35,c,0.05,2.0691,6847.73,0
2025-12-15,12.02,06:35,c,0.1,1.6178,6847.73,0
2025-12-15,12.02,06:35,c,0.15,1.3303,6847.73,0
2025-12-15,12.02,06:35,c,0.2,1.0795,6847.73,0
2025-12-15,12.02,06:35,c,0.25,0.864,6847.73,0
2025-12-15,12.02,06:35,c,0.3,0.672,6847.73,0
2025-12-15,12.02,08:00,p,0.05,3.5712,6820.63,0
2025-12-15,12.02,08:00,p,0.1,2.5115,6820.63,0
2025-12-15,12.02,08:00,p,0.15,1.9852,6820.63,0
2025-12-15,12.02,08:00,p,0.2,1.5465,6820.63,0
2025-12-15,12.02,08:00,p,0.25,1.1992,6820.63,0
2025-12-15,12.02,08:00,p,0.3,0.9195,6820.63,0
2025-12-15,12.02,08:00,c,0.05,2.7194,6820.63,0
2025-12-15,12.02,08:00,c,0.1,2.0671,6820.63,0
2025-12-15,12.02,08:00,c,0.15,1.6782,6820.63,0
2025-12-15,12.02,08:00,c,0.2,1.3746,6820.63,0
2025-12-15,12.02,08:00,c,0.25,1.1129,6820.63,0
2025-12-15,12.02,08:00,c,0.3,0.8777,6820.63,0
2025-12-15,12.02,10:00,p,0.05,3.1272,6814.25,0
2025-12-15,12.02,10:00,p,0.1,2.2425,6814.25,0
2025-12-15,12.02,10:00,p,0.15,1.7315,6814.25,0
2025-12-15,12.02,10:00,p,0.2,1.3622,6814.25,0
2025-12-15,12.02,10:00,p,0.25,1.0564,6814.25,0
2025-12-15,12.02,10:00,p,0.3,0.7957,6814.25,0
2025-12-15,12.02,10:00,c,0.05,2.5773,6814.25,0
2025-12-15,12.02,10:00,c,0.1,1.8983,6814.25,0
2025-12-15,12.02,10:00,c,0.15,1.5306,6814.25,0
2025-12-15,12.02,10:00,c,0.2,1.2567,6814.25,0
2025-12-15,12.02,10:00,c,0.25,1.0152,6814.25,0
2025-12-15,12.02,10:00,c,0.3,0.8064,6814.25,0
2025-12-15,12.02,12:00,p,0.05,2.7265,6826.02,0
2025-12-15,12.02,12:00,p,0.1,1.951,6826.02,0
2025-12-15,12.02,12:00,p,0.15,1.5129,6826.02,0
2025-12-15,12.02,12:00,p,0.2,1.1705,6826.02,0
2025-12-15,12.02,12:00,p,0.25,0.932,6826.02,0
2025-12-15,12.02,12:00,p,0.3,0.6934,6826.02,0
2025-12-15,12.02,12:00,c,0.05,2.7217,6826.02,0
2025-12-15,12.02,12:00,c,0.1,1.9775,6826.02,0
2025-12-15,12.02,12:00,c,0.15,1.555,6826.02,0
2025-12-15,12.02,12:00,c,0.2,1.2711,6826.02,0
2025-12-15,12.02,12:00,c,0.25,0.9977,6826.02,0
2025-12-15,12.02,12:00,c,0.3,0.7937,6826.02,0
2025-06-30,12.15,06:35,p,0.05,3.2928,6189.09,0
2025-06-30,12.15,06:35,p,0.1,2.3203,6189.09,0
2025-06-30,12.15,06:35,p,0.15,1.7967,6189.09,0
2025-06-30,12.15,06:35,p,0.2,1.4001,6189.09,0
2025-06-30,12.15,06:35,p,0.25,1.093,6189.09,0
2025-06-30,12.15,06:35,p,0.3,0.8276,6189.09,0
2025-06-30,12.15,06:35,c,0.05,2.4659,6189.09,0
2025-06-30,12.15,06:35,c,0.1,1.9721,6189.09,0
2025-06-30,12.15,06:35,c,0.15,1.6066,6189.09,0
2025-06-30,12.15,06:35,c,0.2,1.3276,6189.09,0
2025-06-30,12.15,06:35,c,0.25,1.0787,6189.09,0
2025-06-30,12.15,06:35,c,0.3,0.8564,6189.09,0
2025-06-30,12.15,08:00,p,0.05,3.6426,6182.82,0
2025-06-30,12.15,08:00,p,0.1,2.4467,6182.82,0
2025-06-30,12.15,08:00,p,0.15,1.8641,6182.82,0
2025-06-30,12.15,08:00,p,0.2,1.454,6182.82,0
2025-06-30,12.15,08:00,p,0.25,1.1331,6182.82,0
2025-06-30,12.15,08:00,p,0.3,0.8577,6182.82,0
2025-06-30,12.15,08:00,c,0.05,2.489,6182.82,0
2025-06-30,12.15,08:00,c,0.1,1.8798,6182.82,0
2025-06-30,12.15,08:00,c,0.15,1.5096,6182.82,0
2025-06-30,12.15,08:00,c,0.2,1.229,6182.82,0
2025-06-30,12.15,08:00,c,0.25,1.0012,6182.82,0
2025-06-30,12.15,08:00,c,0.3,0.789,6182.82,0
2025-06-30,12.15,10:00,p,0.05,3.401,6189.53,0
2025-06-30,12.15,10:00,p,0.1,2.4162,6189.53,0
2025-06-30,12.15,10:00,p,0.15,1.8872,6189.53,0
2025-06-30,12.15,10:00,p,0.2,1.4835,6189.53,0
2025-06-30,12.15,10:00,p,0.25,1.1716,6189.53,0
2025-06-30,12.15,10:00,p,0.3,0.8995,6189.53,0
2025-06-30,12.15,10:00,c,0.05,2.623,6189.53,0
2025-06-30,12.15,10:00,c,0.1,1.9838,6189.53,0
2025-06-30,12.15,10:00,c,0.15,1.5928,6189.53,0
2025-06-30,12.15,10:00,c,0.2,1.2952,6189.53,0
2025-06-30,12.15,10:00,c,0.25,1.0351,6189.53,0
2025-06-30,12.15,10:00,c,0.3,0.8011,6189.53,0
2025-06-30,12.15,12:00,p,0.05,4.3247,6191.83,0
2025-06-30,12.15,12:00,p,0.1,3.1893,6191.83,0
2025-06-30,12.15,12:00,p,0.15,2.5156,6191.83,0
2025-06-30,12.15,12:00,p,0.2,1.9969,6191.83,0
2025-06-30,12.15,12:00,p,0.25,1.5953,6191.83,0
2025-06-30,12.15,12:00,p,0.3,1.2351,6191.83,0
2025-06-30,12.15,12:00,c,0.05,4.9449,6191.83,0
2025-06-30,12.15,12:00,c,0.1,3.7224,6191.83,0
2025-06-30,12.15,12:00,c,0.15,2.9942,6191.83,0
2025-06-30,12.15,12:00,c,0.2,2.405,6191.83,0
2025-06-30,12.15,12:00,c,0.25,1.9032,6191.83,0
2025-06-30,12.15,12:00,c,0.3,1.4582,6191.83,0
2026-05-19,12.31,06:35,p,0.05,4.0415,7362.84,0
